practice_id,accepting_adults,accepting_children,last_reported
V001319,no,no,2026-02-11
V004977,yes,yes,2026-02-11
V000214,unknown,unknown,2026-02-11
V005231,no,yes,2026-02-11
V000186,no,yes,2026-02-11
V004391,no,no,2026-02-11
V003710,no,no,2026-02-11
V003093,no,no,2026-02-11
V003251,no,no,2026-02-11
V005132,yes,yes,2026-02-11
V004904,yes,yes,2026-02-11
V000942,no,no,2026-02-11
V000209,no,no,2026-02-11
V004871,yes,yes,2026-02-11
V097600,no,no,2026-02-11
V003473,yes,yes,2026-02-11
V003356,no,yes,2026-02-11
V002436,no,no,2026-02-11
V007086,yes,yes,2026-02-11
V006006,unknown,unknown,2026-02-11
V003598,no,no,2026-02-11
V001286,no,no,2026-02-11
V001299,no,no,2026-02-11
V001208,no,no,2026-02-11
V380188,unknown,unknown,2026-02-11
V001301,no,no,2026-02-11
V007605,yes,yes,2026-02-11
V003560,yes,yes,2026-02-11
V005410,yes,yes,2026-02-11
V005615,yes,yes,2026-02-11
V007601,no,no,2026-02-11
V005789,yes,yes,2026-02-11
V006793,no,yes,2026-02-11
V006496,no,no,2026-02-11
V016986,no,no,2026-02-11
V003832,yes,yes,2026-02-11
V007663,yes,no,2026-02-11
V001413,no,no,2026-02-11
V007932,unknown,unknown,2026-02-11
V003579,no,no,2026-02-11
V007681,no,no,2026-02-11
V004536,yes,yes,2026-02-11
V004549,no,yes,2026-02-11
V001553,no,no,2026-02-11
V006537,no,no,2026-02-11
V000655,no,no,2026-02-11
V002100,yes,yes,2026-02-11
V000575,no,no,2026-02-11
V001811,no,no,2026-02-11
V000578,no,no,2026-02-11
V013518,yes,yes,2026-02-11
V006370,no,yes,2026-02-11
V000730,no,yes,2026-02-11
V011894,yes,yes,2026-02-11
V012420,yes,yes,2026-02-11
V012647,no,no,2026-02-11
V004243,yes,yes,2026-02-11
V005637,no,no,2026-02-11
V005702,yes,yes,2026-02-11
V005511,no,no,2026-02-11
V007825,yes,yes,2026-02-11
V005719,no,no,2026-02-11
V005726,no,no,2026-02-11
V006374,unknown,unknown,2026-02-11
V004089,no,yes,2026-02-11
V001532,no,no,2026-02-11
V011334,no,no,2026-02-11
V001555,yes,yes,2026-02-11
V005932,unknown,unknown,2026-02-11
V003842,no,yes,2026-02-11
V313885,yes,yes,2026-02-11
V013852,yes,yes,2026-02-11
V006975,no,no,2026-02-11
V010953,yes,yes,2026-02-11
V007240,yes,yes,2026-02-11
V011855,no,no,2026-02-11
V001547,no,no,2026-02-11
V007072,yes,yes,2026-02-11
V002327,yes,yes,2026-02-11
V002380,yes,yes,2026-02-11
V002515,no,yes,2026-02-11
V002510,no,no,2026-02-11
V020111,no,no,2026-02-11
V004516,yes,yes,2026-02-11
V000551,no,no,2026-02-11
V006985,no,no,2026-02-11
V002319,no,no,2026-02-11
V012519,no,no,2026-02-11
V000313,yes,yes,2026-02-11
V001769,no,yes,2026-02-11
V008130,no,no,2026-02-11
V005564,yes,yes,2026-02-11
V004619,yes,yes,2026-02-11
V014062,no,no,2026-02-11
V002122,no,no,2026-02-11
V007773,yes,yes,2026-02-11
V011297,yes,yes,2026-02-11
V014755,yes,yes,2026-02-11
V004298,yes,yes,2026-02-11
V012123,no,no,2026-02-11
V007681_1,no,no,2026-02-11
V006405,no,yes,2026-02-11
V001591,no,no,2026-02-11
V024470,no,no,2026-02-11
V000997,yes,yes,2026-02-11
V005754,no,no,2026-02-11
V006154,no,no,2026-02-11
V012078,no,yes,2026-02-11
V025140,unknown,unknown,2026-02-11
V002864,yes,yes,2026-02-11
V391080,yes,yes,2026-02-11
V391711,unknown,unknown,2026-02-11
V391712,unknown,unknown,2026-02-11
V002121,no,no,2026-02-11
V002238,yes,yes,2026-02-11
V002249,no,no,2026-02-11
V013032,no,no,2026-02-11
V003537,yes,yes,2026-02-11
V002806,no,no,2026-02-11
V008318,no,no,2026-02-11
V000443,yes,yes,2026-02-11
V003173,no,yes,2026-02-11
V000437,yes,yes,2026-02-11
V000782,no,yes,2026-02-11
V000447,no,no,2026-02-11
V000500,yes,yes,2026-02-11
V004505,yes,yes,2026-02-11
V001885,no,no,2026-02-11
V006663,no,no,2026-02-11
V004713,no,no,2026-02-11
V028149,yes,yes,2026-02-11
V000506,yes,yes,2026-02-11
V000180,yes,yes,2026-02-11
V000526,no,yes,2026-02-11
V000671,yes,yes,2026-02-11
V000223,yes,yes,2026-02-11
V012285,yes,yes,2026-02-11
V012564,no,no,2026-02-11
V004996,no,no,2026-02-11
V001521,yes,yes,2026-02-11
V003535,yes,yes,2026-02-11
V002862,no,no,2026-02-11
V000191,yes,yes,2026-02-11
V006554,no,no,2026-02-11
V004294,no,no,2026-02-11
V010267,no,no,2026-02-11
V017953,no,no,2026-02-11
V012256,no,yes,2026-02-11
V013225,yes,yes,2026-02-11
V011566,yes,yes,2026-02-11
V012430,no,no,2026-02-11
V010384,yes,yes,2026-02-11
V010698,no,no,2026-02-11
V006812,unknown,unknown,2026-02-11
V005333,no,yes,2026-02-11
V007810,no,no,2026-02-11
V005223,no,no,2026-02-11
V007942,no,no,2026-02-11
V006912,no,no,2026-02-11
V008025,no,no,2026-02-11
V000835,no,no,2026-02-11
V010801,no,no,2026-02-11
V007748,no,no,2026-02-11
V011734,no,no,2026-02-11
V000364,yes,no,2026-02-11
V000373,no,no,2026-02-11
V002827,no,no,2026-02-11
V000252,no,no,2026-02-11
V000278,unknown,unknown,2026-02-11
V000415,unknown,unknown,2026-02-11
V006434,yes,yes,2026-02-11
V005110,no,no,2026-02-11
V008888,no,yes,2026-02-11
V008624,no,no,2026-02-11
V008494,no,no,2026-02-11
V005606,no,yes,2026-02-11
V006406,yes,yes,2026-02-11
V011533,no,no,2026-02-11
V003286,yes,yes,2026-02-11
V002736,yes,yes,2026-02-11
V008250,no,no,2026-02-11
V002773,no,no,2026-02-11
V002763,yes,yes,2026-02-11
V007501,no,no,2026-02-11
V007816,no,no,2026-02-11
V003245,no,no,2026-02-11
V003138,yes,yes,2026-02-11
V000164,yes,yes,2026-02-11
V000201,yes,yes,2026-02-11
V005353,yes,yes,2026-02-11
V005357,yes,yes,2026-02-11
V004277,yes,yes,2026-02-11
V006765,no,no,2026-02-11
V003021,yes,yes,2026-02-11
V003225,no,no,2026-02-11
V043644,unknown,unknown,2026-02-11
V339389,unknown,unknown,2026-02-11
V013898,yes,yes,2026-02-11
V013730,no,no,2026-02-11
V017845,yes,yes,2026-02-11
V019300,no,yes,2026-02-11
V004624,no,no,2026-02-11
V002047,no,no,2026-02-11
V000772,no,no,2026-02-11
V002333,no,no,2026-02-11
V002225,yes,yes,2026-02-11
V005648,no,no,2026-02-11
V037484,unknown,unknown,2026-02-11
V405021,unknown,unknown,2026-02-11
V404734,unknown,unknown,2026-02-11
V341620,yes,yes,2026-02-11
V002020,yes,yes,2026-02-11
V014120,no,no,2026-02-11
V007262,no,no,2026-02-11
V008070,no,yes,2026-02-11
V004021,no,no,2026-02-11
V011560,no,no,2026-02-11
V002021,no,yes,2026-02-11
V014698,no,yes,2026-02-11
V008599,no,no,2026-02-11
V005939,yes,yes,2026-02-11
V000408,no,no,2026-02-11
V006559,no,no,2026-02-11
V007996,no,no,2026-02-11
V001355,no,yes,2026-02-11
V004397,no,no,2026-02-11
V007136,yes,yes,2026-02-11
V007075,yes,yes,2026-02-11
V004474,yes,yes,2026-02-11
V002804,yes,yes,2026-02-11
V004310,no,yes,2026-02-11
V006614,no,no,2026-02-11
V013020,yes,yes,2026-02-11
V006532,no,no,2026-02-11
V005309,yes,yes,2026-02-11
V005426,yes,yes,2026-02-11
V030521,no,no,2026-02-11
V008845,yes,yes,2026-02-11
V013332,yes,yes,2026-02-11
V007125,no,no,2026-02-11
V002098,no,no,2026-02-11
V000011,no,no,2026-02-11
V002464_1,no,no,2026-02-11
V007378_1,unknown,unknown,2026-02-11
V007051,no,no,2026-02-11
V007142,no,no,2026-02-11
V004709,no,no,2026-02-11
V009125,yes,yes,2026-02-11
V012879,yes,yes,2026-02-11
V014630,no,no,2026-02-11
V000904,no,no,2026-02-11
V009797,no,no,2026-02-11
V017978,no,yes,2026-02-11
V005117,no,yes,2026-02-11
V029986,yes,yes,2026-02-11
V020321,no,no,2026-02-11
V011143,unknown,unknown,2026-02-11
V001676,no,yes,2026-02-11
V002863,no,no,2026-02-11
V024046,unknown,unknown,2026-02-11
V011542,no,no,2026-02-11
V044836,no,yes,2026-02-11
V044763,yes,yes,2026-02-11
V044804,yes,yes,2026-02-11
V044815,yes,yes,2026-02-11
V043232,no,no,2026-02-11
V025019,no,no,2026-02-11
V043628,yes,yes,2026-02-11
V026355,no,no,2026-02-11
V021086,no,no,2026-02-11
V046646,yes,yes,2026-02-11
V042969,unknown,unknown,2026-02-11
V183270,no,no,2026-02-11
V183303,no,no,2026-02-11
V053156,no,no,2026-02-11
V142248,unknown,unknown,2026-02-11
V031999,unknown,unknown,2026-02-11
V052327,yes,yes,2026-02-11
V000036,unknown,unknown,2026-02-11
V017077,no,no,2026-02-11
V065658,no,no,2026-02-11
V028650,no,no,2026-02-11
V136955,no,no,2026-02-11
V014670,unknown,unknown,2026-02-11
V202597,no,yes,2026-02-11
V202620,no,yes,2026-02-11
V050562,no,no,2026-02-11
V061998,no,no,2026-02-11
V209165,yes,yes,2026-02-11
V039848,unknown,unknown,2026-02-11
V165700,no,yes,2026-02-11
V168422,no,no,2026-02-11
V170257,no,no,2026-02-11
V001361,unknown,unknown,2026-02-11
V044706,yes,yes,2026-02-11
V285454,yes,yes,2026-02-11
V285360,no,no,2026-02-11
V043331,yes,yes,2026-02-11
V340561,no,no,2026-02-11
V341578,yes,yes,2026-02-11
V004370,unknown,unknown,2026-02-11
V199907,unknown,unknown,2026-02-11
V307951,no,no,2026-02-11
V294491,unknown,unknown,2026-02-11
V028962,yes,yes,2026-02-11
V294671,no,no,2026-02-11
V298114,unknown,unknown,2026-02-11
V349129,yes,yes,2026-02-11
V026236,no,no,2026-02-11
V354468,unknown,unknown,2026-02-11
V360798,yes,yes,2026-02-11
V026744,unknown,unknown,2026-02-11
V351892,unknown,unknown,2026-02-11
V365798,no,yes,2026-02-11
V367217,unknown,unknown,2026-02-11
V359207,no,no,2026-02-11
V360456,no,no,2026-02-11
V006926,unknown,unknown,2026-02-11
V388082,yes,yes,2026-02-11
V371309,unknown,unknown,2026-02-11
V000052,no,no,2026-02-11
V021082,no,no,2026-02-11
V000130,no,no,2026-02-11
V004199,yes,yes,2026-02-11
V001035,yes,yes,2026-02-11
V001061,no,no,2026-02-11
V002359,no,yes,2026-02-11
V002357,no,no,2026-02-11
V002378,no,no,2026-02-11
V005441,no,no,2026-02-11
V005379,no,no,2026-02-11
V004232,yes,yes,2026-02-11
V008694,no,no,2026-02-11
V002034,no,yes,2026-02-11
V003311,no,yes,2026-02-11
V007472,no,yes,2026-02-11
V003278,no,yes,2026-02-11
V003200,no,no,2026-02-11
V008110,no,no,2026-02-11
V012152,no,no,2026-02-11
V004229,yes,yes,2026-02-11
V003192,no,no,2026-02-11
V002570,no,no,2026-02-11
V001088,no,no,2026-02-11
V002533,no,no,2026-02-11
V000777,yes,yes,2026-02-11
V000778,unknown,unknown,2026-02-11
V000767,yes,yes,2026-02-11
V004941,no,yes,2026-02-11
V004944,no,yes,2026-02-11
V001832,yes,yes,2026-02-11
V006249,no,no,2026-02-11
V000779,yes,yes,2026-02-11
V002455,yes,yes,2026-02-11
V398521,unknown,unknown,2026-02-11
V002688,no,no,2026-02-11
V005854,yes,yes,2026-02-11
V005849,no,no,2026-02-11
V000985,yes,yes,2026-02-11
V010864,unknown,unknown,2026-02-11
V000377,no,no,2026-02-11
V005945,unknown,unknown,2026-02-11
V398648,unknown,unknown,2026-02-11
V003069,no,no,2026-02-11
V001154,no,no,2026-02-11
V003846,no,no,2026-02-11
V007396,no,no,2026-02-11
V001862,no,no,2026-02-11
V004744,yes,yes,2026-02-11
V005082,no,no,2026-02-11
V004892,yes,yes,2026-02-11
V003536,yes,yes,2026-02-11
V002802,no,no,2026-02-11
V002910,no,no,2026-02-11
V005824,yes,yes,2026-02-11
V004776,no,no,2026-02-11
V003355,no,no,2026-02-11
V009002,yes,yes,2026-02-11
V004987,yes,yes,2026-02-11
V001697,yes,yes,2026-02-11
V001701,yes,yes,2026-02-11
V008618,no,no,2026-02-11
V004933,no,yes,2026-02-11
V006145,no,no,2026-02-11
V008648,yes,yes,2026-02-11
V001711,no,no,2026-02-11
V007254,yes,yes,2026-02-11
V001641,no,yes,2026-02-11
V005114,yes,yes,2026-02-11
V003467,no,no,2026-02-11
V008398,no,yes,2026-02-11
V007420,no,yes,2026-02-11
V003864,no,yes,2026-02-11
V001953,yes,yes,2026-02-11
V003743,no,no,2026-02-11
V006279,unknown,unknown,2026-02-11
V003855,no,no,2026-02-11
V003065,no,no,2026-02-11
V004211,yes,yes,2026-02-11
V001644,no,yes,2026-02-11
V001620,no,no,2026-02-11
V006242,no,no,2026-02-11
V010847,no,no,2026-02-11
V007309,no,no,2026-02-11
V001258,yes,yes,2026-02-11
V001410,no,no,2026-02-11
V001407,yes,yes,2026-02-11
V008008,no,no,2026-02-11
V008005,no,yes,2026-02-11
V008687,no,no,2026-02-11
V007936,no,no,2026-02-11
V003597,no,no,2026-02-11
V006275,yes,yes,2026-02-11
V006382,no,yes,2026-02-11
V008999,no,yes,2026-02-11
V001870,no,no,2026-02-11
V008678,yes,yes,2026-02-11
V008964,no,no,2026-02-11
V007492,yes,yes,2026-02-11
V007493,no,no,2026-02-11
V001777,no,no,2026-02-11
V045343,no,no,2026-02-11
V000359,yes,yes,2026-02-11
V000926,no,no,2026-02-11
V000860,no,no,2026-02-11
V006722,no,no,2026-02-11
V006745,unknown,unknown,2026-02-11
V008308,yes,yes,2026-02-11
V006746,no,no,2026-02-11
V004471,no,no,2026-02-11
V006731,unknown,unknown,2026-02-11
V013514,no,no,2026-02-11
V001223,no,no,2026-02-11
V004882,yes,yes,2026-02-11
V005347,no,no,2026-02-11
V008641,yes,yes,2026-02-11
V007612,yes,yes,2026-02-11
V000605,yes,yes,2026-02-11
V007595,yes,yes,2026-02-11
V003716,no,no,2026-02-11
V003728,no,no,2026-02-11
V003648,no,yes,2026-02-11
V003811,unknown,unknown,2026-02-11
V003516,yes,yes,2026-02-11
V000010,yes,yes,2026-02-11
V008620,no,no,2026-02-11
V007918,no,yes,2026-02-11
V012789,yes,yes,2026-02-11
V007519,yes,yes,2026-02-11
V004161,no,yes,2026-02-11
V007970,unknown,unknown,2026-02-11
V014939,yes,yes,2026-02-11
V007979,no,yes,2026-02-11
V007120,yes,yes,2026-02-11
V007123,yes,yes,2026-02-11
V011782,no,no,2026-02-11
V016878,no,no,2026-02-11
V004384,no,no,2026-02-11
V003437,yes,yes,2026-02-11
V001371,no,no,2026-02-11
V004962,no,yes,2026-02-11
V001308,no,no,2026-02-11
V007622,yes,yes,2026-02-11
V005751,no,yes,2026-02-11
V008155,yes,yes,2026-02-11
V000216,no,no,2026-02-11
V008138,no,no,2026-02-11
V008388,yes,yes,2026-02-11
V008387,yes,yes,2026-02-11
V000192,yes,yes,2026-02-11
V008169,unknown,unknown,2026-02-11
V002246,unknown,unknown,2026-02-11
V002370,yes,yes,2026-02-11
V002368,yes,yes,2026-02-11
V003220,no,no,2026-02-11
V014123,yes,yes,2026-02-11
V045222,yes,yes,2026-02-11
V000618,yes,yes,2026-02-11
V013568,yes,yes,2026-02-11
V013731,no,yes,2026-02-11
V005058,yes,yes,2026-02-11
V002485,no,no,2026-02-11
V004613,no,no,2026-02-11
V001472,no,no,2026-02-11
V000601,no,no,2026-02-11
V012316,yes,yes,2026-02-11
V013553,yes,yes,2026-02-11
V002907,yes,yes,2026-02-11
V002909,yes,yes,2026-02-11
V000318,no,no,2026-02-11
V000579,no,no,2026-02-11
V002373,yes,yes,2026-02-11
V001516,no,no,2026-02-11
V001537,no,no,2026-02-11
V001205,no,yes,2026-02-11
V002323,yes,yes,2026-02-11
V004591,no,no,2026-02-11
V007408,yes,yes,2026-02-11
V002095,yes,yes,2026-02-11
V005039,no,no,2026-02-11
V002056,no,no,2026-02-11
V007122,no,no,2026-02-11
V000467,no,no,2026-02-11
V014044,yes,yes,2026-02-11
V000843,no,no,2026-02-11
V008577,no,no,2026-02-11
V042406,no,no,2026-02-11
V008573,yes,yes,2026-02-11
V002316,no,yes,2026-02-11
V001747,yes,yes,2026-02-11
V002320,no,no,2026-02-11
V013944,no,yes,2026-02-11
V011549,no,no,2026-02-11
V004321,no,yes,2026-02-11
V006267,yes,yes,2026-02-11
V007846,no,no,2026-02-11
V001540,no,yes,2026-02-11
V011825,no,no,2026-02-11
V006266,no,yes,2026-02-11
V007847,yes,yes,2026-02-11
V005571,no,yes,2026-02-11
V001534,no,no,2026-02-11
V003349,no,yes,2026-02-11
V006724,no,no,2026-02-11
V009285,unknown,unknown,2026-02-11
V005896,no,no,2026-02-11
V001352,no,no,2026-02-11
V001363,no,no,2026-02-11
V006754,no,no,2026-02-11
V006661,no,no,2026-02-11
V000547,yes,yes,2026-02-11
V006966,yes,yes,2026-02-11
V001341,no,no,2026-02-11
V001356,yes,yes,2026-02-11
V006964,yes,yes,2026-02-11
V001718,yes,yes,2026-02-11
V014152,no,no,2026-02-11
V006134,yes,yes,2026-02-11
V006168,yes,yes,2026-02-11
V002675,no,no,2026-02-11
V006346,yes,yes,2026-02-11
V005782,yes,yes,2026-02-11
V006402,yes,yes,2026-02-11
V007320,yes,yes,2026-02-11
V013984,no,no,2026-02-11
V007330,yes,yes,2026-02-11
V007334,no,no,2026-02-11
V007187,no,yes,2026-02-11
V008427,no,no,2026-02-11
V008747,no,no,2026-02-11
V007498,no,yes,2026-02-11
V007514,no,no,2026-02-11
V002883,yes,yes,2026-02-11
V014439,no,no,2026-02-11
V391252,no,no,2026-02-11
V391714,unknown,unknown,2026-02-11
V391719,unknown,unknown,2026-02-11
V004708,yes,yes,2026-02-11
V002290,no,no,2026-02-11
V003515,no,no,2026-02-11
V002809,yes,yes,2026-02-11
V003539,yes,yes,2026-02-11
V014982,no,no,2026-02-11
V002805,yes,yes,2026-02-11
V002822,yes,yes,2026-02-11
V003517,no,no,2026-02-11
V007580,yes,yes,2026-02-11
V000945,no,no,2026-02-11
V003432,no,yes,2026-02-11
V005562,yes,yes,2026-02-11
V004379,yes,yes,2026-02-11
V007154,yes,yes,2026-02-11
V002256,yes,yes,2026-02-11
V001026,no,yes,2026-02-11
V006191,yes,yes,2026-02-11
V001700,no,no,2026-02-11
V000426,no,no,2026-02-11
V000787,yes,yes,2026-02-11
V013595,unknown,unknown,2026-02-11
V001002,no,no,2026-02-11
V008004,no,no,2026-02-11
V004463,no,no,2026-02-11
V002982,no,no,2026-02-11
V003052,no,yes,2026-02-11
V008766,no,no,2026-02-11
V000465,yes,yes,2026-02-11
V004706,no,no,2026-02-11
V002200,unknown,unknown,2026-02-11
V002263,no,no,2026-02-11
V000224,yes,yes,2026-02-11
V001211,no,no,2026-02-11
V000640,yes,yes,2026-02-11
V000641,yes,yes,2026-02-11
V005075,yes,yes,2026-02-11
V000040,no,no,2026-02-11
V004275,yes,yes,2026-02-11
V006867,no,yes,2026-02-11
V004301,yes,yes,2026-02-11
V010607,no,no,2026-02-11
V004833,yes,yes,2026-02-11
V001196,no,no,2026-02-11
V134977,no,no,2026-02-11
V003445,yes,yes,2026-02-11
V004883,no,yes,2026-02-11
V004888,yes,yes,2026-02-11
V003453,unknown,unknown,2026-02-11
V003430,yes,yes,2026-02-11
V010678,no,no,2026-02-11
V012322,no,yes,2026-02-11
V002528,yes,yes,2026-02-11
V007114,yes,yes,2026-02-11
V005870,no,no,2026-02-11
V001593,unknown,unknown,2026-02-11
V011676,no,yes,2026-02-11
V013229,no,no,2026-02-11
V004723,no,no,2026-02-11
V004719,no,no,2026-02-11
V013179,yes,yes,2026-02-11
V024148,no,no,2026-02-11
V010787,no,yes,2026-02-11
V005713,yes,yes,2026-02-11
V043639,no,no,2026-02-11
V013785,yes,yes,2026-02-11
V013604,no,no,2026-02-11
V010603,no,no,2026-02-11
V012236,no,no,2026-02-11
V012418,yes,yes,2026-02-11
V012971,yes,yes,2026-02-11
V024828,no,yes,2026-02-11
V005497,yes,yes,2026-02-11
V005607,yes,yes,2026-02-11
V000064,yes,yes,2026-02-11
V006202,yes,yes,2026-02-11
V005480,yes,yes,2026-02-11
V005475,yes,yes,2026-02-11
V006398,yes,yes,2026-02-11
V009205,no,no,2026-02-11
V003046,yes,yes,2026-02-11
V008012,no,no,2026-02-11
V005962,no,no,2026-02-11
V005950,yes,yes,2026-02-11
V005958,no,no,2026-02-11
V008251,no,no,2026-02-11
V008141,yes,yes,2026-02-11
V002760,yes,yes,2026-02-11
V007502,no,no,2026-02-11
V007700,yes,yes,2026-02-11
V007706,no,no,2026-02-11
V003214,yes,yes,2026-02-11
V000037,yes,yes,2026-02-11
V003250,yes,yes,2026-02-11
V003246,no,no,2026-02-11
V000144,yes,yes,2026-02-11
V000165,no,yes,2026-02-11
V017192,no,no,2026-02-11
V009064,unknown,unknown,2026-02-11
V000194,yes,yes,2026-02-11
V005390,no,no,2026-02-11
V005391,yes,yes,2026-02-11
V012930,no,no,2026-02-11
V014391,yes,yes,2026-02-11
V007248,no,no,2026-02-11
V000786,yes,yes,2026-02-11
V007211,yes,yes,2026-02-11
V000271,no,no,2026-02-11
V000335,yes,yes,2026-02-11
V014790,no,yes,2026-02-11
V000396,no,no,2026-02-11
V000345,no,yes,2026-02-11
V000406,yes,yes,2026-02-11
V002826,yes,yes,2026-02-11
V004960,no,no,2026-02-11
V005111,no,no,2026-02-11
V008033,no,no,2026-02-11
V008340,yes,yes,2026-02-11
V005830,yes,yes,2026-02-11
V008488,no,no,2026-02-11
V003227,no,no,2026-02-11
V003080,no,no,2026-02-11
V003083,no,no,2026-02-11
V003252,no,no,2026-02-11
V013439,no,no,2026-02-11
V012058,no,yes,2026-02-11
V007053,no,no,2026-02-11
V012783,no,no,2026-02-11
V005329,no,no,2026-02-11
V002101,no,no,2026-02-11
V002092,yes,yes,2026-02-11
V002043,no,no,2026-02-11
V000440,yes,yes,2026-02-11
V005778,yes,yes,2026-02-11
V008343,no,no,2026-02-11
V000044,yes,yes,2026-02-11
V017830,no,yes,2026-02-11
V000003,no,yes,2026-02-11
V017573,no,yes,2026-02-11
V005088,unknown,unknown,2026-02-11
V031363,unknown,unknown,2026-02-11
V144226,no,no,2026-02-11
V400369,unknown,unknown,2026-02-11
V010393,yes,yes,2026-02-11
V010233,no,no,2026-02-11
V013034,no,no,2026-02-11
V007388,no,yes,2026-02-11
V009229,no,no,2026-02-11
V006091,no,no,2026-02-11
V003116,no,no,2026-02-11
V003109,yes,yes,2026-02-11
V008071,no,yes,2026-02-11
V008471,yes,yes,2026-02-11
V001328,no,no,2026-02-11
V008263,no,no,2026-02-11
V006235,no,yes,2026-02-11
V007881,no,no,2026-02-11
V001123,yes,yes,2026-02-11
V001351,no,no,2026-02-11
V001357,no,no,2026-02-11
V022462,no,no,2026-02-11
V003462,no,no,2026-02-11
V007556,no,yes,2026-02-11
V004398,no,no,2026-02-11
V000264,no,no,2026-02-11
V008166,yes,yes,2026-02-11
V008026,no,no,2026-02-11
V006050,no,no,2026-02-11
V006049,no,no,2026-02-11
V008173,no,no,2026-02-11
V005537,no,yes,2026-02-11
V011536,no,no,2026-02-11
V005447,no,no,2026-02-11
V001383,yes,yes,2026-02-11
V000472,yes,yes,2026-02-11
V000552,yes,yes,2026-02-11
V011607,no,no,2026-02-11
V005214,no,no,2026-02-11
V001396,no,yes,2026-02-11
V014853,no,no,2026-02-11
V005373,no,no,2026-02-11
V002109,no,no,2026-02-11
V012875,no,no,2026-02-11
V007014,no,no,2026-02-11
V002096,no,no,2026-02-11
V000538,no,no,2026-02-11
V008716,unknown,unknown,2026-02-11
V013217,yes,yes,2026-02-11
V004738,no,no,2026-02-11
V004216,no,no,2026-02-11
V007141,no,no,2026-02-11
V001574,no,no,2026-02-11
V017943,no,no,2026-02-11
V008669,no,no,2026-02-11
V021550,no,no,2026-02-11
V028784,no,no,2026-02-11
V030361,yes,yes,2026-02-11
V016056,no,no,2026-02-11
V007373,unknown,unknown,2026-02-11
V009060,unknown,unknown,2026-02-11
V012011,no,no,2026-02-11
V012681,unknown,unknown,2026-02-11
V000850,yes,yes,2026-02-11
V000545,no,no,2026-02-11
V042652,yes,yes,2026-02-11
V011631,no,no,2026-02-11
V014572,yes,yes,2026-02-11
V017044,unknown,unknown,2026-02-11
V013453,unknown,unknown,2026-02-11
V029840,no,no,2026-02-11
V002198,unknown,unknown,2026-02-11
V003285,no,no,2026-02-11
V000451,no,yes,2026-02-11
V001564,yes,yes,2026-02-11
V042896,yes,yes,2026-02-11
V013597,yes,yes,2026-02-11
V013557,no,no,2026-02-11
V013162,yes,yes,2026-02-11
V024070,no,yes,2026-02-11
V041624,no,yes,2026-02-11
V010068,unknown,unknown,2026-02-11
V043880,yes,yes,2026-02-11
V028499,no,yes,2026-02-11
V047369,yes,yes,2026-02-11
V042723,yes,yes,2026-02-11
V044979,no,no,2026-02-11
V232805,unknown,unknown,2026-02-11
V203705,no,no,2026-02-11
V038071,unknown,unknown,2026-02-11
V045541,unknown,unknown,2026-02-11
V186502,yes,yes,2026-02-11
V055674,unknown,unknown,2026-02-11
V054863,no,no,2026-02-11
V210646,no,no,2026-02-11
V237870,no,yes,2026-02-11
V013694,no,yes,2026-02-11
V002199,unknown,unknown,2026-02-11
V129901,no,no,2026-02-11
V098262,no,no,2026-02-11
V135738,no,yes,2026-02-11
V216380,no,no,2026-02-11
V169050,no,no,2026-02-11
V308558,unknown,unknown,2026-02-11
V239448,yes,yes,2026-02-11
V039207,unknown,unknown,2026-02-11
V339333,no,no,2026-02-11
V327769,no,no,2026-02-11
V330967,unknown,unknown,2026-02-11
V263330,yes,yes,2026-02-11
V264279,yes,yes,2026-02-11
V041096,no,no,2026-02-11
V342930,unknown,unknown,2026-02-11
V019574,unknown,unknown,2026-02-11
V303543,no,no,2026-02-11
V355609,yes,yes,2026-02-11
V036634,yes,yes,2026-02-11
V035126,no,no,2026-02-11
V362505,no,no,2026-02-11
V386318,unknown,unknown,2026-02-11
V387215,yes,yes,2026-02-11
V387584,unknown,unknown,2026-02-11
V376838,yes,yes,2026-02-11
V003677,no,no,2026-02-11
V003398,no,no,2026-02-11
V003666,no,no,2026-02-11
V004252,no,no,2026-02-11
V001049,no,no,2026-02-11
V000135,no,no,2026-02-11
V001896,no,yes,2026-02-11
V002367,no,no,2026-02-11
V001863,no,no,2026-02-11
V001887,no,no,2026-02-11
V007664,no,yes,2026-02-11
V011438,yes,yes,2026-02-11
V005315,yes,yes,2026-02-11
V005406,yes,yes,2026-02-11
V004432,no,yes,2026-02-11
V005308,yes,yes,2026-02-11
V005178,no,no,2026-02-11
V004378,yes,yes,2026-02-11
V004788,no,no,2026-02-11
V005257,yes,yes,2026-02-11
V007679,no,no,2026-02-11
V004429,no,no,2026-02-11
V004220,yes,yes,2026-02-11
V005423,no,no,2026-02-11
V005532,no,no,2026-02-11
V011943,no,no,2026-02-11
V007281,yes,yes,2026-02-11
V006935,no,no,2026-02-11
V011252,yes,yes,2026-02-11
V013043,no,no,2026-02-11
V002023,no,no,2026-02-11
V007421,unknown,unknown,2026-02-11
V009201,yes,yes,2026-02-11
V008214,no,no,2026-02-11
V009152,yes,yes,2026-02-11
V003195,no,no,2026-02-11
V006885,yes,yes,2026-02-11
V006869,no,no,2026-02-11
V008109,no,no,2026-02-11
V006888,no,yes,2026-02-11
V002938,no,yes,2026-02-11
V001077,no,no,2026-02-11
V001238,yes,yes,2026-02-11
V011886,yes,yes,2026-02-11
V001102,no,no,2026-02-11
